%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1724183040056618214,8906,1724183040056618214,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.000895231095518972,0.9999995992805625,0.0,0.0,0.0,0.0,0.0,0.00013786397182824774
1724183040076618671,8907,1724183040076618671,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008938524247976595,0.9999996005138415,0.0,0.0,0.0,0.0,0.0,0.00013786397182824774
1724183040088399887,8908,1724183040088399887,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0007937799807276498,0.9999996849566215,0.0,0.0,0.0,0.0,0.0,0.002279221295982541
1724183040116607428,8909,1724183040116607428,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0007616343769290535,0.9999997099564959,0.0,0.0,0.0,0.0,0.0,0.002279221295982541
1724183040148370504,8910,1724183040148370504,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0008908975755591678,0.9999996031506762,0.0,0.0,0.0,0.0,0.0,-0.0009795967741745256
1724183040176613569,8911,1724183040176613569,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.000904730977608436,0.9999995907308453,0.0,0.0,0.0,0.0,0.0,-0.0009795967741745256
1724183040196661234,8912,1724183040196661234,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009145502873526443,0.9999995817987986,0.0,0.0,0.0,0.0,0.0,-0.0009795967741745256
1724183040207931757,8913,1724183040207931757,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009569455458890049,0.9999995421275063,0.0,0.0,0.0,0.0,0.0,-0.0011726118711149463
1724183040236613035,8914,1724183040236613035,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009737615417182019,0.9999995258941176,0.0,0.0,0.0,0.0,0.0,-0.0011726118711149463
1724183040256613731,8915,1724183040256613731,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009854880629782234,0.999999514406521,0.0,0.0,0.0,0.0,0.0,-0.0011726118711149463
1724183040268194437,8916,1724183040268194437,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009648009799234072,0.9999995345794263,0.0,0.0,0.0,0.0,0.0,0.00028806423192997174
1724183040296889305,8917,1724183040296889305,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0009606679992707924,0.9999995385583911,0.0,0.0,0.0,0.0,0.0,0.00028806423192997174
1724183040327522516,8918,1724183040327522516,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.001181672453049176,0.9999993018248631,0.0,0.0,0.0,0.0,0.0,-0.0018332848709010875
1724183040356622696,8919,1724183040356622696,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.001208346893568895,0.9999992699486259,0.0,0.0,0.0,0.0,0.0,-0.0018332848709010875
1724183040387205124,8920,1724183040387205124,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0011705623622414077,0.9999993148916434,0.0,0.0,0.0,0.0,0.0,0.0002811111562192784
1724183040416644096,8921,1724183040416644096,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.001166424553271268,0.9999993197266493,0.0,0.0,0.0,0.0,0.0,0.0002811111562192784
1724183040446765661,8922,1724183040446765661,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.001055111097098123,0.9999994433701315,0.0,0.0,0.0,0.0,0.0,0.0009399269076564003
1724183040476611137,8923,1724183040476611137,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010410848217494379,0.9999994580710502,0.0,0.0,0.0,0.0,0.0,0.0009399269076564003
1724183040497095108,8924,1724183040497095108,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-0.0010314581093272604,0.9999994680469428,0.0,0.0,0.0,0.0,0.0,0.0009399269076564003
